a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65,nnn66,
4543,9162,charactercamo,LOOT_FEB_CCAMO_18,ccamo_feb_reflex_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D117,,,loot,0,,0,0,,,,2,,,ccamo_reflex,775,0,LootDrop3,
4544,9163,charactercamo,LOOT_FEB_CCAMO_19,ccamo_feb_titanium_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D118,,,loot,0,,0,0,,,,0,,,ccamo_titanium,275,0,LootDrop3,
4545,9164,charactercamo,LOOT_FEB_CCAMO_20,ccamo_feb_ultraviolet_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D119,,,loot,0,,0,0,,,,3,,,ccamo_ultraviolet,2150,0,LootDrop3,
4546,9165,charactercamo,LOOT_FEB_CCAMO_21,ccamo_feb_venom_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11A,,,loot,0,,0,0,,,,1,,,ccamo_venom,460,0,LootDrop3,
4547,9166,charactercamo,LOOT_FEB_CCAMO_22,ccamo_feb_avalanche_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11B,,,loot,0,,0,0,,,,3,,,ccamo_avalanche,2150,0,LootDrop3,
4568,9187,callingcard,LOOT_FEB_CC_51,cc_feb_revolution_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11C,,,loot,0,,0,0,,,,0,,,em_bg_revolution_01,165,0,LootDrop3,
4569,9188,callingcard,LOOT_FEB_CC_52,cc_feb_revolution_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11D,,,loot,0,,0,0,,,,0,,,em_bg_revolution_02,165,0,LootDrop3,
4570,9189,callingcard,LOOT_FEB_CC_53,cc_feb_revolution_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11E,,,loot,0,,0,0,,,,1,,,em_bg_revolution_03,275,0,LootDrop3,
4571,9190,callingcard,LOOT_FEB_CC_54,cc_feb_revolution_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D11F,,,loot,0,,0,0,,,,1,,,em_bg_revolution_04,275,0,LootDrop3,
4572,9191,callingcard,LOOT_FEB_CC_55,cc_feb_revolution_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D120,,,loot,0,,0,0,,,,1,,,em_bg_revolution_05,275,0,LootDrop3,
4573,9192,callingcard,LOOT_FEB_CC_56,cc_feb_revolution_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D121,,,loot,0,,0,0,,,,2,,,em_bg_revolution_06,775,0,LootDrop3,
4574,9193,callingcard,LOOT_FEB_CC_57,cc_feb_revolution_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D122,,,loot,0,,0,0,,,,3,,,em_bg_revolution_07,1300,0,LootDrop3,
4575,9194,callingcard,LOOT_FEB_CC_REWARD_05,cc_feb_revolution_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D123,,,reward,0,,0,0,,,,0,,,em_bg_revolution_reward,3950,0,LootDrop3,
4576,9195,furniturekit,LOOT_FEB_FK_01,fk_ish,,h1_weapon_kit_icon_feb_leprechaun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D125,,,loot,0,,0,0,,,,3,,,,4300,1,LootDrop3,
4577,9196,callingcard,LOOT_FEB_CC_58,cc_feb_leprechaun_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D127,,,loot,0,,0,0,,,,2,,,em_bg_leprechaun_01,1550,1,LootDrop3,
4578,9197,callingcard,LOOT_FEB_CC_59,cc_feb_potogold_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D128,,,loot,0,,0,0,,,,0,,,em_bg_potogold_01,330,1,LootDrop3,
4579,9198,callingcard,LOOT_FEB_CC_60,cc_feb_potogold_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D129,,,loot,0,,0,0,,,,0,,,em_bg_potogold_02,330,1,LootDrop3,
4580,9199,callingcard,LOOT_FEB_CC_61,cc_feb_potogold_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12A,,,loot,0,,0,0,,,,1,,,em_bg_potogold_03,550,1,LootDrop3,
4581,9200,callingcard,LOOT_FEB_CC_62,cc_feb_potogold_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12B,,,loot,0,,0,0,,,,1,,,em_bg_potogold_04,550,1,LootDrop3,
4582,9201,callingcard,LOOT_FEB_CC_63,cc_feb_potogold_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12C,,,loot,0,,0,0,,,,1,,,em_bg_potogold_05,550,1,LootDrop3,
4583,9202,callingcard,LOOT_FEB_CC_64,cc_feb_potogold_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12D,,,loot,0,,0,0,,,,2,,,em_bg_potogold_06,1550,1,LootDrop3,
4584,9203,callingcard,LOOT_FEB_CC_65,cc_feb_potogold_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12E,,,loot,0,,0,0,,,,3,,,em_bg_potogold_07,2600,1,LootDrop3,
4585,9204,callingcard,LOOT_FEB_CC_REWARD_06,cc_feb_potogold_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D12F,,,reward,0,,0,0,,,,0,,,em_bg_potogold_reward,7900,1,LootDrop3,
4586,9205,charactercamo,LOOT_FEB_CCAMO_23,ccamo_feb_leprechaun_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D131,,,loot,0,,0,0,,,,1,,,ccamo_leprechaun,920,1,LootDrop3,
4587,9206,emblem,LOOT_FEB_EM_65,em_feb_leprechaun_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D132,,,loot,0,,0,0,,,,0,,,em_st_leprechaun_01,330,1,LootDrop3,
4588,9207,reticle,LOOT_FEB_RET_50,ret_feb_leprechaun_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D133,,,loot,0,,0,0,,,,1,,,ret_leprechaun_01,330,1,LootDrop3,
4589,9208,weaponcamo,LOOT_FEB_WCAMO_65,wcamo_feb_leprechaun_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D134,,,loot,0,,0,0,,,,0,,,wc_leprechaun_01,550,1,LootDrop3,
4590,9209,supplydrop,ls_basic,ls_basic,,depot_crate_drop_2_common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D13A,,,supply_drop,0,,0,0,,,,0,1,,,2700,0,LootDrop3,
4591,9210,supplydrop,ls_advanced,ls_advanced,,depot_crate_drop_2_rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D13B,,,supply_drop,0,,0,0,,,,1,1,,grind,8100,0,LootDrop3,
5269,9888,supplydrop,ls_advanced,ls_advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D13D,0x100D13B,,supply_drop,0,,0,0,,,,1,1,,grind,8100,0,LootDrop3,
4592,9211,supplydrop,ls_promo,ls_promo,,depot_crate_event_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D13C,,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop3,
5270,9889,supplydrop,ls_promo,ls_promo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D13E,0x100D13C,,supply_drop,0,,0,0,,,,1,,,grind,8100,0,LootDrop3,
4595,9214,supplydrop,variety_mappack,variety_mappack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D141,,,loot,0,,0,0,,,,0,,,,100,0,LootDrop3,
4596,9215,reticle,LOOT_APR_RET_04,ret_apr_fang45_01,,h1_ret_apr_fang45_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D142,,,loot,0,,0,0,,,,0,,,ret_fang45_01,100,0,LootDrop4,
4597,9216,reticle,LOOT_APR_RET_08,ret_apr_bos14_01,,h1_ret_apr_bos14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D143,,,loot,0,,0,0,,,,1,,,ret_bos14_01,165,0,LootDrop4,
4598,9217,reticle,LOOT_APR_RET_15,ret_apr_focal_01,,h1_ret_apr_focal_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D144,,,loot,0,,0,0,,,,0,,,ret_focal_01,100,0,LootDrop4,
4599,9218,reticle,LOOT_APR_RET_16,ret_apr_focal_02,,h1_ret_apr_focal_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D145,,,loot,0,,0,0,,,,0,,,ret_focal_02,100,0,LootDrop4,
4600,9219,reticle,LOOT_APR_RET_17,ret_apr_focal_03,,h1_ret_apr_focal_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D146,,,loot,0,,0,0,,,,0,,,ret_focal_03,100,0,LootDrop4,
4601,9220,reticle,LOOT_APR_RET_18,ret_apr_focal_04,,h1_ret_apr_focal_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D147,,,loot,0,,0,0,,,,1,,,ret_focal_04,165,0,LootDrop4,
4602,9221,reticle,LOOT_APR_RET_19,ret_apr_focal_05,,h1_ret_apr_focal_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D148,,,loot,0,,0,0,,,,1,,,ret_focal_05,165,0,LootDrop4,
4603,9222,reticle,LOOT_APR_RET_20,ret_apr_focal_06,,h1_ret_apr_focal_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D149,,,loot,0,,0,0,,,,2,,,ret_focal_06,460,0,LootDrop4,
4604,9223,reticle,LOOT_APR_RET_21,ret_apr_focal_07,,h1_ret_apr_focal_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D14A,,,loot,0,,0,0,,,,3,,,ret_focal_07,1300,0,LootDrop4,
4605,9224,reticle,LOOT_APR_RET_REWARD_01,ret_apr_focal_reward,,h1_ret_apr_focal_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D14B,,,reward,0,,0,0,,,,0,,,ret_focal_reward,3950,0,LootDrop4,
4606,9225,reticle,LOOT_APR_RET_22,ret_apr_facet_01,,h1_ret_apr_facet_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D14D,,,loot,0,,0,0,,,,0,,,ret_facet_01,100,0,LootDrop4,
4607,9226,reticle,LOOT_APR_RET_23,ret_apr_facet_02,,h1_ret_apr_facet_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D14E,,,loot,0,,0,0,,,,0,,,ret_facet_02,100,0,LootDrop4,
4608,9227,reticle,LOOT_APR_RET_24,ret_apr_facet_03,,h1_ret_apr_facet_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D14F,,,loot,0,,0,0,,,,0,,,ret_facet_03,100,0,LootDrop4,
4609,9228,reticle,LOOT_APR_RET_25,ret_apr_facet_04,,h1_ret_apr_facet_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D150,,,loot,0,,0,0,,,,1,,,ret_facet_04,165,0,LootDrop4,
4610,9229,reticle,LOOT_APR_RET_26,ret_apr_facet_05,,h1_ret_apr_facet_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D151,,,loot,0,,0,0,,,,1,,,ret_facet_05,165,0,LootDrop4,
4611,9230,reticle,LOOT_APR_RET_27,ret_apr_facet_06,,h1_ret_apr_facet_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D152,,,loot,0,,0,0,,,,2,,,ret_facet_06,460,0,LootDrop4,
4612,9231,reticle,LOOT_APR_RET_28,ret_apr_facet_07,,h1_ret_apr_facet_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D153,,,loot,0,,0,0,,,,3,,,ret_facet_07,1300,0,LootDrop4,
4613,9232,reticle,LOOT_APR_RET_REWARD_02,ret_apr_facet_reward,,h1_ret_apr_facet_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D154,,,reward,0,,0,0,,,,0,,,ret_facet_reward,3950,0,LootDrop4,
4614,9233,bundlepurchase,bun_feb_haspurchased,bun_feb_haspurchased,,depot_crate_bundle_25off_aw,DEPOT_BUNDLE_DESC_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D156,,,loot,0,,0,0,,,,0,,,,100,0,LootDrop2,
4615,9234,charactercamo,LOOT_APR_CCAMO_04,ccamo_apr_urbanwarfare_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D157,,,loot,0,,0,0,,,,3,,,ccamo_urbanwarfare,2150,0,LootDrop4,
4616,9235,charactercamo,LOOT_APR_CCAMO_08,ccamo_apr_fieldtested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D158,,,loot,0,,0,0,,,,1,,,ccamo_fieldtested,460,0,LootDrop4,
4617,9236,charactercamo,LOOT_APR_CCAMO_10,ccamo_apr_battletested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D159,,,loot,0,,0,0,,,,2,,,ccamo_battletested,775,0,LootDrop4,
4618,9237,charactercamo,LOOT_APR_CCAMO_11,ccamo_apr_bos14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D15A,,,loot,0,,0,0,,,,3,,,ccamo_bos14,2150,0,LootDrop4,
4619,9238,charactercamo,LOOT_APR_CCAMO_12,ccamo_apr_fang45_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D15B,,,loot,0,,0,0,,,,1,,,ccamo_fang45,460,0,LootDrop4,
4620,9239,charactercamo,LOOT_APR_CCAMO_13,ccamo_apr_prokolot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D15C,,,loot,0,,0,0,,,,2,,,ccamo_prokolot,775,0,LootDrop4,
4621,9240,charactercamo,LOOT_APR_CCAMO_01,ccamo_apr_phalanx_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D15D,,,loot,0,,0,0,,,,3,,,ccamo_phalanx,2150,0,LootDrop4,
4622,9241,furniturekit,LOOT_APR_FK_REWARD_07,fk_hnn,,h1_weapon_kit_icon_apr_highnoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D15E,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4623,9242,furniturekit,LOOT_APR_FK_REWARD_03,fk_phx,,h1_weapon_kit_icon_apr_phalanx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D160,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4624,9243,furniturekit,LOOT_APR_FK_REWARD_06,fk_urw,,h1_weapon_kit_icon_apr_urbanwarfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D162,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4625,9244,furniturekit,LOOT_APR_FK_REWARD_01,fk_ftd,,h1_weapon_kit_icon_apr_fieldtested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D164,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4626,9245,furniturekit,LOOT_APR_FK_REWARD_02,fk_kgf,,h1_weapon_kit_icon_apr_kingfish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D166,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4627,9246,furniturekit,LOOT_APR_FK_REWARD_05,fk_ttf,,h1_weapon_kit_icon_apr_tacticalfighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D168,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4628,9247,furniturekit,LOOT_APR_FK_REWARD_04,fk_btt,,h1_weapon_kit_icon_apr_battletested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D16A,,,reward,0,,0,0,,,,0,,,,4025,0,LootDrop4,
4629,9248,furniturekit,LOOT_APR_FK_01,fk_prm,,h1_weapon_kit_icon_apr_caveman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D16C,,,loot,0,,0,0,,,,3,,,,2150,0,LootDrop4,
4630,9249,reticle,LOOT_APR_RET_10,ret_apr_fieldtested_01,,h1_ret_apr_fieldtested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D16D,,,loot,0,,0,0,,,,1,,,ret_fieldtested_01,165,0,LootDrop4,
4631,9250,reticle,LOOT_APR_RET_09,ret_apr_battletested_01,,h1_ret_apr_battletested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D16E,,,loot,0,,0,0,,,,0,,,ret_battletested_01,100,0,LootDrop4,
4632,9251,weaponcamo,LOOT_APR_WCAMO_04,wcamo_apr_fieldtested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D16F,,,loot,0,,0,0,,,,2,,,wc_fieldtested_01,775,0,LootDrop4,
4633,9252,weaponcamo,LOOT_APR_WCAMO_07,wcamo_apr_battletested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D170,,,loot,0,,0,0,,,,3,,,wc_battletested_01,2150,0,LootDrop4,
4634,9253,weaponcamo,LOOT_APR_WCAMO_11,wcamo_apr_bos14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D171,,,loot,0,,0,0,,,,2,,,wc_bos14_01,775,0,LootDrop4,
4635,9254,weaponcamo,LOOT_APR_WCAMO_12,wcamo_apr_fang45_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D172,,,loot,0,,0,0,,,,3,,,wc_fang45_01,2150,0,LootDrop4,
4636,9255,weaponcamo,LOOT_APR_WCAMO_13,wcamo_apr_prokolot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D173,,,loot,0,,0,0,,,,1,,,wc_prokolot_01,460,0,LootDrop4,
4637,9256,weaponcamo,LOOT_APR_WCAMO_28,wcamo_apr_geist_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D174,,,loot,0,,0,0,,,,0,,,wc_geist_01,275,0,LootDrop4,
4638,9257,weaponcamo,LOOT_APR_WCAMO_29,wcamo_apr_geist_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D175,,,loot,0,,0,0,,,,0,,,wc_geist_02,275,0,LootDrop4,
4639,9258,weaponcamo,LOOT_APR_WCAMO_30,wcamo_apr_geist_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D176,,,loot,0,,0,0,,,,1,,,wc_geist_03,460,0,LootDrop4,
4640,9259,weaponcamo,LOOT_APR_WCAMO_31,wcamo_apr_geist_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D177,,,loot,0,,0,0,,,,1,,,wc_geist_04,460,0,LootDrop4,
4641,9260,weaponcamo,LOOT_APR_WCAMO_32,wcamo_apr_geist_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D178,,,loot,0,,0,0,,,,1,,,wc_geist_05,460,0,LootDrop4,
4642,9261,weaponcamo,LOOT_APR_WCAMO_33,wcamo_apr_geist_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D179,,,loot,0,,0,0,,,,2,,,wc_geist_06,775,0,LootDrop4,
4643,9262,weaponcamo,LOOT_APR_WCAMO_34,wcamo_apr_geist_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D17A,,,loot,0,,0,0,,,,3,,,wc_geist_07,2150,0,LootDrop4,
4644,9263,weaponcamo,LOOT_APR_WCAMO_REWARD_03,wcamo_apr_geist_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D17B,,,reward,0,,0,0,,,,0,,,wc_geist_reward,4025,0,LootDrop4,
4645,9264,callingcard,LOOT_APR_CC_31,cc_apr_fieldtested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D17D,,,loot,0,,0,0,,,,3,,,em_bg_fieldtested_01,1300,0,LootDrop4,
4646,9265,callingcard,LOOT_APR_CC_19,cc_apr_battletested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D17E,,,loot,0,,0,0,,,,1,,,em_bg_battletested_01,275,0,LootDrop4,
4647,9266,callingcard,LOOT_APR_CC_04,cc_apr_bos14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D17F,,,loot,0,,0,0,,,,0,,,em_bg_bos14_01,165,0,LootDrop4,
4648,9267,callingcard,LOOT_APR_CC_20,cc_apr_fang45_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D180,,,loot,0,,0,0,,,,1,,,em_bg_fang45_01,275,0,LootDrop4,
4649,9268,callingcard,LOOT_APR_CC_01,cc_apr_prokolot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D181,,,loot,0,,0,0,,,,0,,,em_bg_prokolot_01,165,0,LootDrop4,
4650,9269,emblem,LOOT_APR_EM_02,em_apr_fieldtested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D182,,,loot,0,,0,0,,,,0,,,em_st_fieldtested_01,165,0,LootDrop4,
4651,9270,emblem,LOOT_APR_EM_06,em_apr_battletested_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D183,,,loot,0,,0,0,,,,0,,,em_st_battletested_01,165,0,LootDrop4,
4652,9271,emblem,LOOT_APR_EM_01,em_apr_bos14_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D184,,,loot,0,,0,0,,,,0,,,em_st_bos14_01,165,0,LootDrop4,
4653,9272,emblem,LOOT_APR_EM_07,em_apr_fang45_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D185,,,loot,0,,0,0,,,,0,,,em_st_fang45_01,165,0,LootDrop4,
4654,9273,emblem,LOOT_APR_EM_13,em_apr_prokolot_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D186,,,loot,0,,0,0,,,,1,,,em_st_prokolot_01,275,0,LootDrop4,
4655,9274,emblem,LOOT_APR_EM_04,em_apr_allin_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D187,,,loot,0,,0,0,,,,0,,,em_st_allin_01,165,0,LootDrop4,
4656,9275,emblem,LOOT_APR_EM_05,em_apr_allin_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D188,,,loot,0,,0,0,,,,0,,,em_st_allin_02,165,0,LootDrop4,
4657,9276,emblem,LOOT_APR_EM_15,em_apr_allin_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D189,,,loot,0,,0,0,,,,1,,,em_st_allin_03,275,0,LootDrop4,
4658,9277,emblem,LOOT_APR_EM_16,em_apr_allin_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D18A,,,loot,0,,0,0,,,,1,,,em_st_allin_04,275,0,LootDrop4,
4659,9278,emblem,LOOT_APR_EM_17,em_apr_allin_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D18B,,,loot,0,,0,0,,,,1,,,em_st_allin_05,275,0,LootDrop4,
4660,9279,emblem,LOOT_APR_EM_25,em_apr_allin_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D18C,,,loot,0,,0,0,,,,2,,,em_st_allin_06,775,0,LootDrop4,
4661,9280,emblem,LOOT_APR_EM_27,em_apr_allin_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D18D,,,loot,0,,0,0,,,,3,,,em_st_allin_07,1300,0,LootDrop4,
4662,9281,emblem,LOOT_APR_EM_REWARD_01,em_apr_allin_reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D18E,,,reward,0,,0,0,,,,0,,,em_st_allin_reward,3950,0,LootDrop4,
4663,9282,emblem,LOOT_APR_EM_08,em_apr_impact_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D190,,,loot,0,,0,0,,,,0,,,em_st_impact_01,165,0,LootDrop4,
4664,9283,emblem,LOOT_APR_EM_09,em_apr_impact_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D191,,,loot,0,,0,0,,,,0,,,em_st_impact_02,165,0,LootDrop4,
4665,9284,emblem,LOOT_APR_EM_19,em_apr_impact_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x100D192,,,loot,0,,0,0,,,,1,,,em_st_impact_03,275,0,LootDrop4,
