col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_flawless,CHALLENGE_FLAWLESS,CHALLENGE_FLAWLESS_DESC,,1,challenge_h1_valor,50,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,205,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_tangodown,CHALLENGE_TANGODOWN,CHALLENGE_TANGODOWN_DESC,,1,challenge_h1_valor,52,,,,1,250,25,1000,100,2500,,,,,,,,,,,,,206,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_hardlanding,CHALLENGE_HARDLANDING,CHALLENGE_HARDLANDING_DESC,,1,challenge_h1_valor,52,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,207,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_extremecruelty,CHALLENGE_EXTREMECRUELTY,CHALLENGE_EXTREMECRUELTY_DESC,,1,challenge_h1_valor,52,,,,1,250,10,1000,50,2500,,,,,,,,,,,,,208,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_fastswap,CHALLENGE_FASTSWAP,CHALLENGE_FASTSWAP_DESC,,1,challenge_h1_valor,52,,,,1,250,25,1000,50,2500,,,,,,,,,,,,,209,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_starplayer,CHALLENGE_STARPLAYER,CHALLENGE_STARPLAYER_DESC,,1,challenge_h1_valor,52,,,,1,250,5,1000,15,2500,,,,,,,,,,,,,210,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_howthe,CHALLENGE_HOWTHE,CHALLENGE_HOWTHE_DESC,,1,challenge_h1_valor,52,,,,1,250,3,1000,5,2500,,,,,,,,,,,,,211,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_dominos,CHALLENGE_DOMINOS,CHALLENGE_DOMINOS_DESC,,1,challenge_h1_valor,52,,,,1,250,3,1000,5,2500,,,,,,,,,,,,,212,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_nosecrets,CHALLENGE_NOSECRETS,CHALLENGE_NOSECRETS_DESC,,1,challenge_h1_valor,53,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,213,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_afterburner,CHALLENGE_AFTERBURNER,CHALLENGE_AFTERBURNER_DESC,,1,challenge_h1_valor,53,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,214,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_airsuperiority,CHALLENGE_AIRSUPERIORITY,CHALLENGE_AIRSUPERIORITY_DESC,,1,challenge_h1_valor,53,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,215,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_countermvp,CHALLENGE_COUNTERMVP,CHALLENGE_COUNTERMVP_DESC,,1,challenge_h1_valor,53,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,216,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_invincible,CHALLENGE_INVINCIBLE,CHALLENGE_INVINCIBLE_DESC,,1,challenge_h1_valor,53,,,,1,250,3,1000,5,2500,,,,,,,,,,,,,217,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_survivalist,CHALLENGE_SURVIVALIST,CHALLENGE_SURVIVALIST_DESC,,1,challenge_h1_valor,53,,,,1,250,10,1000,25,2500,,,,,,,,,,,,,218,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_avenger,CHALLENGE_AVENGER,CHALLENGE_AVENGER_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,219,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_afterlife,CHALLENGE_AFTERLIFE,CHALLENGE_AFTERLIFE_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,220,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_backstab,CHALLENGE_BACKSTAB,CHALLENGE_BACKSTAB_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,221,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_revenge,CHALLENGE_REVENGE,CHALLENGE_REVENGE_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,222,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_double,CHALLENGE_KILLER_DOUBLE,CHALLENGE_KILLER_DOUBLE_DESC,,1,challenge_h1_valor,54,,,,10,250,50,1000,100,2500,,,,,,,,,,,,,223,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_triple,CHALLENGE_KILLER_TRIPLE,CHALLENGE_KILLER_TRIPLE_DESC,,1,challenge_h1_valor,54,,,,5,250,10,1000,25,2500,,,,,,,,,,,,,224,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_quadra,CHALLENGE_KILLER_QUADRA,CHALLENGE_KILLER_QUADRA_DESC,,1,challenge_h1_valor,54,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,225,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_penta,CHALLENGE_KILLER_PENTA,CHALLENGE_KILLER_PENTA_DESC,,1,challenge_h1_valor,54,,,,1,250,3,1000,5,2500,,,,,,,,,,,,,226,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_hexa,CHALLENGE_KILLER_HEXA,CHALLENGE_KILLER_HEXA_DESC,,1,challenge_h1_valor,54,,,,1,250,2,1000,3,2500,,,,,,,,,,,,,227,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_bloodthirsty,CHALLENGE_KILLER_BLOODTHIRSTY,CHALLENGE_KILLER_BLOODTHIRSTY_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,228,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_merciless,CHALLENGE_KILLER_MERCILESS,CHALLENGE_KILLER_MERCILESS_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,50,2500,,,,,,,,,,,,,229,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_ruthless,CHALLENGE_KILLER_RUTHLESS,CHALLENGE_KILLER_RUTHLESS_DESC,,1,challenge_h1_valor,54,,,,5,250,10,1000,15,2500,,,,,,,,,,,,,230,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_relentless,CHALLENGE_KILLER_RELENTLESS,CHALLENGE_KILLER_RELENTLESS_DESC,,1,challenge_h1_valor,54,,,,1,250,5,1000,10,2500,,,,,,,,,,,,,231,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_brutal,CHALLENGE_KILLER_BRUTAL,CHALLENGE_KILLER_BRUTAL_DESC,,1,challenge_h1_valor,54,,,,1,250,3,1000,5,2500,,,,,,,,,,,,,232,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_killer_vicious,CHALLENGE_KILLER_VICIOUS,CHALLENGE_KILLER_VICIOUS_DESC,,1,challenge_h1_valor,54,,,,1,250,2,1000,3,2500,,,,,,,,,,,,,233,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_kingslayer,CHALLENGE_KINGSLAYER,CHALLENGE_KINGSLAYER_DESC,,1,challenge_h1_valor,54,,,,10,250,25,1000,100,2500,,,,,,,,,,,,,234,,,,,,,,,,,,,,,ch_valor_mastery,,,category_career,,
ch_prestige_mastery,CHALLENGE_PRESTIGE_MASTERY,CHALLENGE_MASTERY_DESC,,1,challenge_h1_prestige,0,,,,39,0,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,ch_all_mastery,,,category_career,1,
ch_headhunter,CHALLENGE_HEADHUNTER,CHALLENGE_HEADHUNTER_DESC,,1,challenge_h1_prestige,0,,,,10,500,20,2500,80,5000,,,,,,,,,,,,,236,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,1,
ch_fearless,CHALLENGE_FEARLESS,CHALLENGE_FEARLESS_DESC,,1,challenge_h1_prestige,0,,,,5,500,25,2500,50,5000,,,,,,,,,,,,,237,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,2,
ch_triplehurt,CHALLENGE_TRIPLEHURT,CHALLENGE_TRIPLEHURT_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,15,5000,,,,,,,,,,,,,238,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,3,
ch_backfire,CHALLENGE_BACKFIRE,CHALLENGE_BACKFIRE_DESC,,1,challenge_h1_prestige,0,,,,10,500,25,2500,100,5000,,,,,,,,,,,,,239,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,4,
ch_deadeye,CHALLENGE_DEADEYE,CHALLENGE_DEADEYE_DESC,,1,challenge_h1_prestige,0,,,,50,500,100,2500,300,5000,,,,,,,,,,,,,240,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,5,
ch_flash,CHALLENGE_FLASH,CHALLENGE_FLASH_DESC,,1,challenge_h1_prestige,0,,,,25,500,50,2500,250,5000,,,,,,,,,,,,,241,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,6,
ch_superstar,CHALLENGE_SUPERSTAR,CHALLENGE_SUPERSTAR_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,50,5000,,,,,,,,,,,,,242,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,7,
ch_mvp,CHALLENGE_MVP,CHALLENGE_MVP_DESC,,1,challenge_h1_prestige,0,,,,5,500,25,2500,50,5000,,,,,,,,,,,,,243,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,8,
ch_superior,CHALLENGE_SUPERIOR,CHALLENGE_SUPERIOR_DESC,,1,challenge_h1_prestige,0,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,244,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,9,
ch_moviestar,CHALLENGE_MOVIESTAR,CHALLENGE_MOVIESTAR_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,245,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,10,
ch_uav_assist,CHALLENGE_UAV_ASSIST,CHALLENGE_UAV_ASSIST_DESC,,1,challenge_h1_prestige,0,,,,50,500,250,2500,500,5000,,,,,,,,,,,,,246,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,11,
ch_launcher_kill,CHALLENGE_LAUNCHER_KILL,CHALLENGE_LAUNCHER_KILL_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,247,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,12,
ch_precision_farsight,CHALLENGE_PRECISION_FARSIGHT,CHALLENGE_PRECISION_FARSIGHT_DESC,,1,challenge_h1_prestige,0,,,,5,500,25,2500,50,5000,,,,,,,,,,,,,248,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,13,
ch_savior,CHALLENGE_SAVIOR,CHALLENGE_SAVIOR_DESC,,1,challenge_h1_prestige,0,,,,10,500,25,2500,100,5000,,,,,,,,,,,,,249,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,14,
ch_humiliation_finders,CHALLENGE_HUMILIATION_FINDERS,CHALLENGE_HUMILIATION_FINDERS_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,250,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,15,
ch_ninja,CHALLENGE_NINJA,CHALLENGE_NINJA_DESC,,1,challenge_h1_prestige,0,,,,1,500,3,2500,5,5000,,,,,,,,,,,,,251,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,16,
ch_kills_stolen,CHALLENGE_KILLS_STOLEN,CHALLENGE_KILLS_STOLEN_DESC,,1,challenge_h1_prestige,0,,,,25,500,100,2500,300,5000,,,,,,,,,,,,,252,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,17,
ch_jump_slasher,CHALLENGE_JUMP_SLASHER,CHALLENGE_JUMP_SLASHER_DESC,,1,challenge_h1_prestige,0,,,,10,500,25,2500,50,5000,,,,,,,,,,,,,253,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,18,
ch_attach_glkills,CHALLENGE_ATTACH_GLKILLS,CHALLENGE_ATTACH_GLKILLS_DESC,,1,challenge_h1_prestige,0,,,,10,500,25,2500,100,5000,,,,,,,,,,,,,254,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,19,
ch_finishingtouch,CHALLENGE_FINISHINGTOUCH,CHALLENGE_FINISHINGTOUCH_DESC,,1,challenge_h1_prestige,0,,,,5,500,10,2500,15,5000,,,,,,,,,,,,,255,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,20,
ch_100_paragon,CHALLENGE_LEVEL_100,CHALLENGE_LEVEL_100_DESC,,1,challenge_h1_prestige,0,,,,1,5000,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,20,
ch_150_paragon,CHALLENGE_LEVEL_150,CHALLENGE_LEVEL_150_DESC,,1,challenge_h1_prestige,99,,,,1,5000,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_200_paragon,CHALLENGE_LEVEL_200,CHALLENGE_LEVEL_200_DESC,,1,challenge_h1_prestige,149,,,,1,5000,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_250_paragon,CHALLENGE_LEVEL_250,CHALLENGE_LEVEL_250_DESC,,1,challenge_h1_prestige,199,,,,1,5000,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_300_paragon,CHALLENGE_LEVEL_300,CHALLENGE_LEVEL_300_DESC,,1,challenge_h1_prestige,249,,,,1,5000,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_350_paragon,CHALLENGE_LEVEL_350,CHALLENGE_LEVEL_350_DESC,,1,challenge_h1_prestige,299,,,,1,5000,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_400_paragon,CHALLENGE_LEVEL_400,CHALLENGE_LEVEL_400_DESC,,1,challenge_h1_prestige,349,,,,1,5000,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_450_paragon,CHALLENGE_LEVEL_450,CHALLENGE_LEVEL_450_DESC,,1,challenge_h1_prestige,399,,,,1,5000,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_500_paragon,CHALLENGE_LEVEL_500,CHALLENGE_LEVEL_500_DESC,,1,challenge_h1_prestige,449,,,,1,5000,,,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_550_paragon,CHALLENGE_LEVEL_550,CHALLENGE_LEVEL_550_DESC,,1,challenge_h1_prestige,499,,,,1,5000,,,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_600_paragon,CHALLENGE_LEVEL_600,CHALLENGE_LEVEL_600_DESC,,1,challenge_h1_prestige,549,,,,1,5000,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_650_paragon,CHALLENGE_LEVEL_650,CHALLENGE_LEVEL_650_DESC,,1,challenge_h1_prestige,599,,,,1,5000,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_700_paragon,CHALLENGE_LEVEL_700,CHALLENGE_LEVEL_700_DESC,,1,challenge_h1_prestige,649,,,,1,5000,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_750_paragon,CHALLENGE_LEVEL_750,CHALLENGE_LEVEL_750_DESC,,1,challenge_h1_prestige,699,,,,1,5000,,,,,,,,,,,,,,,,,269,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_800_paragon,CHALLENGE_LEVEL_800,CHALLENGE_LEVEL_800_DESC,,1,challenge_h1_prestige,749,,,,1,5000,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_850_paragon,CHALLENGE_LEVEL_850,CHALLENGE_LEVEL_850_DESC,,1,challenge_h1_prestige,799,,,,1,5000,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_900_paragon,CHALLENGE_LEVEL_900,CHALLENGE_LEVEL_900_DESC,,1,challenge_h1_prestige,849,,,,1,5000,,,,,,,,,,,,,,,,,272,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_950_paragon,CHALLENGE_LEVEL_950,CHALLENGE_LEVEL_950_DESC,,1,challenge_h1_prestige,899,,,,1,5000,,,,,,,,,,,,,,,,,273,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_1000_paragon,CHALLENGE_LEVEL_1000,CHALLENGE_LEVEL_1000_DESC,,1,challenge_h1_prestige,949,,,,1,0,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,ch_prestige_mastery,,,category_career,,
ch_all_mastery,CHALLENGE_ALL_MASTERY,CHALLENGE_ALL_MASTERY_DESC,,1,,0,,,,7,0,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,
ch_pronemelee,CHALLENGE_PRONEMELEE,CHALLENGE_PRONEMELEE_DESC,,1,challenge_dlc1,4,,,,5,500,25,2500,100,5000,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,category_dlc,,
ch_jumpmelee,CHALLENGE_JUMPMELEE,CHALLENGE_JUMPMELEE_DESC,,1,challenge_dlc1,4,,,,5,500,25,2500,100,5000,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,category_dlc,,
ch_gun_wins,CHALLENGE_GG_WINS,CHALLENGE_WINS_DESC,,1,challenge_dlc1,4,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,category_dlc,,
ch_ggkills,CHALLENGE_GGKILLS,CHALLENGE_GGKILLS_DESC,,1,challenge_dlc1,4,,,,100,500,250,2500,500,5000,,,,,,,,,,,,,287,,,,,,,,,,,,,,,,,,category_dlc,,
ch_hp_wins,CHALLENGE_HP_WINS,CHALLENGE_WINS_DESC,,1,challenge_dlc1,4,,,,5,500,10,2500,25,5000,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,category_dlc,,
ch_hpcaptures,CHALLENGE_HPCAPTURES,CHALLENGE_HPCAPTURES_DESC,,1,challenge_dlc1,4,,,,10,500,50,2500,100,5000,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_sprint,CHALLENGE_WC_SPRINT,CHALLENGE_WC_SPRINT_DESC,,63360,challenge_dlc1,0,,,,126720,2500,380160,5000,,,,,,,,,,,,,,,292,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_wins,CHALLENGE_WC_WINS,CHALLENGE_WC_WINS_DESC,,1,challenge_dlc1,0,,,,10,2500,50,5000,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_melee,CHALLENGE_WC_MELEE,CHALLENGE_WC_MELEE_DESC,,1,challenge_dlc1,0,,,,10,2500,50,5000,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_grenade,CHALLENGE_WC_GRENADE,CHALLENGE_WC_GRENADE_DESC,,1,challenge_dlc1,0,,,,10,2500,50,5000,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_kills,CHALLENGE_WC_KILLS,CHALLENGE_WC_KILLS_DESC,,1,challenge_dlc1,0,,,,50,2500,500,5000,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,category_dlc,,
ch_wc_tactical,CHALLENGE_WC_TACTICAL,CHALLENGE_WC_TACTICAL_DESC,,1,challenge_dlc1,0,,,,25,2500,100,5000,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_xmlar,CHALLENGE_EXPERT_XMLAR,CHALLENGE_EXPERT_DESC,,1,challenge_dlc1,4,,,,25,250,50,500,100,1000,,,,,,,,,,,,,276,,,,,,,,,,,,,,,ch_h1_xmlar_gold,,,category_dlc,,
ch_barebone_h1_xmlar,CHALLENGE_BAREBONE_H1_XMLAR,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc1,0,ch_expert_h1_xmlar,,,25,250,50,500,100,1000,,,,,,,,,,,,,277,,,,,,,,,,,,,,,ch_h1_xmlar_gold,,,category_dlc,,
ch_reddot_h1_xmlar,CHALLENGE_REDDOT_H1_XMLAR,CHALLENGE_REDDOT_DESC,,1,challenge_dlc1,0,ch_barebone_h1_xmlar,,,25,250,50,500,100,1000,,,,,,,,,,,,,278,,,,,,,,,,,,,,,ch_h1_xmlar_gold,,,category_dlc,,
ch_h1_xmlar_gold,CHALLENGE_XMLAR_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc1,4,,,,3,2500,,,,,,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_kam12,CHALLENGE_EXPERT_KAM12,CHALLENGE_EXPERT_DESC,,1,challenge_dlc1,4,,,,25,250,50,500,100,1000,,,,,,,,,,,,,280,,,,,,,,,,,,,,,ch_h1_kam12_gold,,,category_dlc,,
ch_barebone_h1_kam12,CHALLENGE_BAREBONE_H1_KAM12,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc1,0,ch_expert_h1_kam12,,,25,250,50,500,100,1000,,,,,,,,,,,,,281,,,,,,,,,,,,,,,ch_h1_kam12_gold,,,category_dlc,,
ch_reddot_h1_kam12,CHALLENGE_REDDOT_H1_KAM12,CHALLENGE_REDDOT_DESC,,1,challenge_dlc1,0,ch_barebone_h1_kam12,,,25,250,50,500,100,1000,,,,,,,,,,,,,282,,,,,,,,,,,,,,,ch_h1_kam12_gold,,,category_dlc,,
ch_h1_kam12_gold,CHALLENGE_KAM12_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc1,4,,,,3,2500,,,,,,,,,,,,,,,,,283,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_janpst,CHALLENGE_EXPERT_MAGNUM,CHALLENGE_EXPERT_DESC,,1,challenge_dlc1,4,,,,5,250,25,500,50,1000,,,,,,,,,,,,,298,,,,,,,,,,,,,,,ch_h1_janpst_gold,,,category_dlc,,
ch_barebone_h1_janpst,CHALLENGE_BAREBONE_H1_MAGNUM,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc1,0,ch_expert_h1_janpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,299,,,,,,,,,,,,,,,ch_h1_janpst_gold,,,category_dlc,,
ch_silencer_h1_janpst,CHALLENGE_SILENCER_H1_MAGNUM,CHALLENGE_SILENCER_DESC,,1,challenge_dlc1,0,ch_barebone_h1_janpst,,,5,250,25,500,50,1000,,,,,,,,,,,,,300,,,,,,,,,,,,,,,ch_h1_janpst_gold,,,category_dlc,,
ch_h1_janpst_gold,CHALLENGE_MAGNUM_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc1,4,,,,3,2500,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,,,,category_dlc,,
ch_marksman_h1_xmlar,CHALLENGE_MARKSMAN_XMLAR,CHALLENGE_MARKSMAN_DESC,,1,challenge_assault1,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_marksman_h1_kam12,CHALLENGE_MARKSMAN_KAM12,CHALLENGE_MARKSMAN_DESC,,1,challenge_shotgun1,4,,,,25,250,50,500,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,1,category_attachment,,
ch_expert_h1_febsmg,CHALLENGE_EXPERT_FEBSMG,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,302,,,,,,,,,,,,,,,ch_h1_febsmg_gold,,,category_dlc,,
ch_barebone_h1_febsmg,CHALLENGE_BAREBONE_H1_FEBSMG,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_febsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,303,,,,,,,,,,,,,,,ch_h1_febsmg_gold,,,category_dlc,,
ch_reddot_h1_febsmg,CHALLENGE_REDDOT_H1_FEBSMG,CHALLENGE_REDDOT_DESC,,1,challenge_dlc2,0,ch_barebone_h1_febsmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,304,,,,,,,,,,,,,,,ch_h1_febsmg_gold,,,category_dlc,,
ch_h1_febsmg_gold,CHALLENGE_FEBSMG_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_feblmg,CHALLENGE_EXPERT_FEBLMG,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,306,,,,,,,,,,,,,,,ch_h1_feblmg_gold,,,category_dlc,,
ch_barebone_h1_feblmg,CHALLENGE_BAREBONE_H1_FEBLMG,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_feblmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,307,,,,,,,,,,,,,,,ch_h1_feblmg_gold,,,category_dlc,,
ch_reddot_h1_feblmg,CHALLENGE_REDDOT_H1_FEBLMG,CHALLENGE_REDDOT_DESC,,1,challenge_dlc2,0,ch_barebone_h1_feblmg,,,25,250,75,500,150,1000,,,,,,,,,,,,,308,,,,,,,,,,,,,,,ch_h1_feblmg_gold,,,category_dlc,,
ch_h1_feblmg_gold,CHALLENGE_FEBLMG_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,category_dlc,,
ch_expert_h1_febsnp,CHALLENGE_EXPERT_FEBSNP,CHALLENGE_EXPERT_DESC,,1,challenge_dlc2,4,,,,25,250,75,500,150,1000,,,,,,,,,,,,,310,,,,,,,,,,,,,,,ch_h1_febsnp_gold,,,category_dlc,,
ch_barebone_h1_febsnp,CHALLENGE_BAREBONE_H1_FEBSNP,CHALLENGE_BAREBONE_DESC,,1,challenge_dlc2,0,ch_expert_h1_febsnp,,,25,250,75,500,150,1000,,,,,,,,,,,,,311,,,,,,,,,,,,,,,ch_h1_febsnp_gold,,,category_dlc,,
ch_acog_h1_febsnp,CHALLENGE_ACOG_H1_FEBSNP,CHALLENGE_ACOG_DESC,,1,challenge_dlc2,0,ch_barebone_h1_febsnp,,,25,250,75,500,150,1000,,,,,,,,,,,,,312,,,,,,,,,,,,,,,ch_h1_febsnp_gold,,,category_dlc,,
ch_h1_febsnp_gold,CHALLENGE_FEBSNP_GOLD,CHALLENGE_GOLD_DESC,,1,challenge_dlc2,4,,,,3,2500,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,category_dlc,,
